company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
ABB,2012-12,Positive,Negative,Negative,Reinvestor
ABB,2014-03,Zero,Zero,Zero,Mixed
ABB,2015-03,Negative,Negative,Positive,Growth Funded by Debt
ABB,2016-03,Positive,Negative,Negative,Reinvestor
ABB,2017-03,Positive,Negative,Negative,Reinvestor
ABB,2018-03,Positive,Negative,Positive,Mixed
ABB,2019-03,Positive,Negative,Positive,Mixed
ABB,2020-03,Positive,Negative,Positive,Mixed
ABB,2021-03,Positive,Negative,Negative,Reinvestor
ABB,2022-03,Positive,Negative,Negative,Reinvestor
ABB,2023-03,Positive,Negative,Positive,Mixed
ABB,2024-03,Positive,Negative,Negative,Reinvestor
ADANIENSOL,2014-03,Zero,Zero,Zero,Mixed
ADANIENSOL,2015-03,Negative,Negative,Positive,Growth Funded by Debt
ADANIENSOL,2016-03,Positive,Negative,Negative,Reinvestor
ADANIENSOL,2017-03,Positive,Negative,Negative,Reinvestor
ADANIENSOL,2018-03,Positive,Negative,Positive,Mixed
ADANIENSOL,2019-03,Positive,Negative,Positive,Mixed
ADANIENSOL,2020-03,Positive,Negative,Positive,Mixed
ADANIENSOL,2021-03,Positive,Negative,Negative,Reinvestor
ADANIENSOL,2022-03,Positive,Negative,Negative,Reinvestor
ADANIENSOL,2023-03,Positive,Negative,Positive,Mixed
ADANIENSOL,2024-03,Positive,Negative,Negative,Reinvestor
ADANIENT,2013-03,Positive,Negative,Positive,Mixed
ADANIENT,2014-03,Positive,Negative,Negative,Reinvestor
ADANIENT,2015-03,Positive,Negative,Positive,Mixed
ADANIENT,2016-03,Positive,Negative,Negative,Reinvestor
ADANIENT,2017-03,Positive,Negative,Positive,Mixed
ADANIENT,2018-03,Positive,Negative,Positive,Mixed
ADANIENT,2019-03,Positive,Positive,Negative,Liquidating Assets
ADANIENT,2020-03,Positive,Negative,Negative,Reinvestor
ADANIENT,2021-03,Positive,Negative,Positive,Mixed
ADANIENT,2022-03,Positive,Negative,Positive,Mixed
ADANIENT,2023-03,Positive,Negative,Negative,Reinvestor
ADANIENT,2024-03,Positive,Negative,Positive,Mixed
ADANIGREEN,2017-03,Positive,Negative,Positive,Mixed
ADANIGREEN,2018-03,Positive,Negative,Positive,Mixed
ADANIGREEN,2019-03,Positive,Negative,Positive,Mixed
ADANIGREEN,2020-03,Positive,Negative,Positive,Mixed
ADANIGREEN,2021-03,Positive,Negative,Positive,Mixed
ADANIGREEN,2022-03,Positive,Negative,Positive,Mixed
ADANIGREEN,2023-03,Positive,Negative,Negative,Reinvestor
ADANIGREEN,2024-03,Positive,Negative,Positive,Mixed
ADANIPORTS,2013-03,Positive,Negative,Positive,Mixed
ADANIPORTS,2014-03,Positive,Negative,Positive,Mixed
ADANIPORTS,2015-03,Positive,Negative,Negative,Reinvestor
ADANIPORTS,2016-03,Positive,Negative,Positive,Mixed
ADANIPORTS,2017-03,Positive,Negative,Negative,Reinvestor
ADANIPORTS,2018-03,Positive,Negative,Negative,Reinvestor
ADANIPORTS,2019-03,Positive,Negative,Positive,Mixed
ADANIPORTS,2020-03,Positive,Negative,Negative,Reinvestor
ADANIPORTS,2021-03,Positive,Negative,Positive,Mixed
ADANIPORTS,2022-03,Positive,Negative,Negative,Reinvestor
ADANIPORTS,2023-03,Positive,Negative,Negative,Reinvestor
ADANIPORTS,2024-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2013-03,Positive,Negative,Positive,Mixed
ADANIPOWER,2014-03,Positive,Negative,Positive,Mixed
ADANIPOWER,2015-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2016-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2017-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2018-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2019-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2020-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2021-03,Positive,Negative,Negative,Reinvestor
ADANIPOWER,2022-03,Positive,Positive,Negative,Liquidating Assets
ADANIPOWER,2023-03,Positive,Positive,Negative,Liquidating Assets
ADANIPOWER,2024-03,Positive,Positive,Negative,Liquidating Assets
AMBUJACEM,2012-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2013-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2014-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2015-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2016-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2017-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2018-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2019-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2020-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2021-12,Positive,Negative,Negative,Reinvestor
AMBUJACEM,2024-03,Positive,Negative,Positive,Mixed
APOLLOHOSP,2013-03,Positive,Negative,Positive,Mixed
APOLLOHOSP,2014-03,Positive,Negative,Negative,Reinvestor
APOLLOHOSP,2015-03,Positive,Negative,Positive,Mixed
APOLLOHOSP,2016-03,Positive,Negative,Positive,Mixed
APOLLOHOSP,2017-03,Positive,Negative,Positive,Mixed
APOLLOHOSP,2018-03,Positive,Negative,Negative,Reinvestor
APOLLOHOSP,2019-03,Positive,Negative,Negative,Reinvestor
APOLLOHOSP,2020-03,Positive,Negative,Negative,Reinvestor
APOLLOHOSP,2021-03,Positive,Negative,Negative,Reinvestor
APOLLOHOSP,2022-03,Positive,Negative,Negative,Reinvestor
APOLLOHOSP,2023-03,Positive,Negative,Negative,Reinvestor
APOLLOHOSP,2024-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2013-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2014-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2015-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2016-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2017-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2018-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2019-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2020-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2021-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2022-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2023-03,Positive,Negative,Negative,Reinvestor
ASIANPAINT,2024-03,Positive,Negative,Negative,Reinvestor
ATGL,2018-03,Zero,Zero,Zero,Mixed
ATGL,2019-03,Zero,Zero,Zero,Mixed
ATGL,2020-03,Zero,Zero,Zero,Mixed
ATGL,2021-03,Zero,Zero,Zero,Mixed
ATGL,2022-03,Zero,Zero,Zero,Mixed
ATGL,2023-03,Zero,Zero,Zero,Mixed
ATGL,2024-03,Zero,Zero,Zero,Mixed
AXISBANK,2013-03,Positive,Negative,Positive,Mixed
AXISBANK,2014-03,Positive,Negative,Positive,Mixed
AXISBANK,2015-03,Negative,Negative,Positive,Growth Funded by Debt
AXISBANK,2016-03,Negative,Positive,Positive,Distress Signal
AXISBANK,2017-03,Positive,Negative,Negative,Reinvestor
AXISBANK,2018-03,Negative,Negative,Positive,Growth Funded by Debt
AXISBANK,2019-03,Positive,Negative,Positive,Mixed
AXISBANK,2020-03,Positive,Negative,Positive,Mixed
AXISBANK,2021-03,Positive,Negative,Positive,Mixed
AXISBANK,2022-03,Positive,Negative,Positive,Mixed
AXISBANK,2023-03,Positive,Negative,Positive,Mixed
AXISBANK,2024-03,Negative,Negative,Positive,Growth Funded by Debt
BAJAJ-AUTO,2013-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2014-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2015-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2016-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2017-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2018-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2019-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2020-03,Positive,Positive,Negative,Liquidating Assets
BAJAJ-AUTO,2021-03,Positive,Negative,Negative,Reinvestor
BAJAJ-AUTO,2022-03,Positive,Positive,Negative,Liquidating Assets
BAJAJ-AUTO,2023-03,Positive,Positive,Negative,Liquidating Assets
BAJAJ-AUTO,2024-03,Positive,Negative,Negative,Reinvestor
BAJAJFINSV,2013-03,Negative,Positive,Positive,Distress Signal
BAJAJFINSV,2014-03,Negative,Positive,Positive,Distress Signal
BAJAJFINSV,2015-03,Negative,Positive,Positive,Distress Signal
BAJAJFINSV,2016-03,Negative,Negative,Positive,Growth Funded by Debt
BAJAJFINSV,2017-03,Negative,Positive,Positive,Distress Signal
BAJAJFINSV,2018-03,Negative,Negative,Positive,Growth Funded by Debt
BAJAJFINSV,2019-03,Negative,Negative,Positive,Growth Funded by Debt
BAJAJFINSV,2020-03,Negative,Negative,Positive,Growth Funded by Debt
BAJAJFINSV,2021-03,Positive,Negative,Positive,Mixed
BAJAJFINSV,2022-03,Negative,Positive,Positive,Distress Signal
BAJAJFINSV,2023-03,Negative,Negative,Positive,Growth Funded by Debt
BAJAJFINSV,2024-03,Negative,Negative,Positive,Growth Funded by Debt
BAJAJHLDNG,2013-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2014-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2015-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2016-03,Positive,Positive,Negative,Liquidating Assets
BAJAJHLDNG,2017-03,Negative,Negative,Negative,Pre-Revenue
BAJAJHLDNG,2018-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2019-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2020-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2021-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2022-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2023-03,Positive,Negative,Negative,Reinvestor
BAJAJHLDNG,2024-03,Positive,Negative,Negative,Reinvestor
BAJFINANCE,2015-03,Negative,Negative,Positive,Growth Funded by Debt
BAJFINANCE,2016-03,Negative,Negative,Positive,Growth Funded by Debt
BAJFINANCE,2017-03,Negative,Negative,Positive,Growth Funded by Debt
BAJFINANCE,2018-03,Negative,Positive,Positive,Distress Signal
BAJFINANCE,2019-03,Negative,Negative,Positive,Growth Funded by Debt
BAJFINANCE,2020-03,Negative,Negative,Positive,Growth Funded by Debt
BAJFINANCE,2021-03,Negative,Negative,Positive,Growth Funded by Debt
BAJFINANCE,2022-03,Negative,Positive,Positive,Distress Signal
BAJFINANCE,2023-03,Negative,Negative,Positive,Growth Funded by Debt
BAJFINANCE,2024-03,Negative,Negative,Positive,Growth Funded by Debt
BANKBARODA,2013-03,Positive,Negative,Negative,Reinvestor
BANKBARODA,2014-03,Positive,Negative,Positive,Mixed
BANKBARODA,2015-03,Positive,Negative,Negative,Reinvestor
BANKBARODA,2016-03,Negative,Negative,Negative,Pre-Revenue
BANKBARODA,2017-03,Positive,Negative,Negative,Reinvestor
BANKBARODA,2018-03,Negative,Negative,Positive,Growth Funded by Debt
BANKBARODA,2019-03,Negative,Negative,Positive,Growth Funded by Debt
BANKBARODA,2020-03,Positive,Negative,Positive,Mixed
BANKBARODA,2021-03,Negative,Negative,Negative,Pre-Revenue
BANKBARODA,2022-03,Positive,Negative,Negative,Reinvestor
BANKBARODA,2023-03,Negative,Negative,Negative,Pre-Revenue
BANKBARODA,2024-03,Negative,Negative,Positive,Growth Funded by Debt
BEL,2013-03,Negative,Positive,Negative,Mixed
BEL,2014-03,Negative,Positive,Negative,Mixed
BEL,2015-03,Positive,Negative,Negative,Reinvestor
BEL,2016-03,Positive,Negative,Negative,Reinvestor
BEL,2017-03,Negative,Positive,Negative,Mixed
BEL,2018-03,Negative,Negative,Negative,Pre-Revenue
BEL,2019-03,Positive,Negative,Negative,Reinvestor
BEL,2020-03,Positive,Negative,Negative,Reinvestor
BEL,2021-03,Positive,Negative,Negative,Reinvestor
BEL,2022-03,Positive,Negative,Negative,Reinvestor
BEL,2023-03,Positive,Positive,Negative,Liquidating Assets
BEL,2024-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2013-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2014-03,Positive,Negative,Positive,Mixed
BHARTIARTL,2015-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2016-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2017-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2018-03,Positive,Negative,Positive,Mixed
BHARTIARTL,2019-03,Positive,Negative,Positive,Mixed
BHARTIARTL,2020-03,Positive,Negative,Positive,Mixed
BHARTIARTL,2021-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2022-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2023-03,Positive,Negative,Negative,Reinvestor
BHARTIARTL,2024-03,Positive,Negative,Negative,Reinvestor
BHEL,2013-03,Positive,Negative,Positive,Mixed
BHEL,2014-03,Positive,Negative,Positive,Mixed
BHEL,2015-03,Positive,Positive,Negative,Liquidating Assets
BHEL,2016-03,Positive,Positive,Negative,Liquidating Assets
BHEL,2017-03,Positive,Negative,Negative,Reinvestor
BHEL,2018-03,Positive,Positive,Negative,Liquidating Assets
BHEL,2019-03,Negative,Positive,Negative,Mixed
BHEL,2020-03,Negative,Positive,Positive,Distress Signal
BHEL,2021-03,Positive,Negative,Negative,Reinvestor
BHEL,2022-03,Positive,Negative,Negative,Reinvestor
BHEL,2023-03,Negative,Positive,Positive,Distress Signal
BHEL,2024-03,Negative,Positive,Positive,Distress Signal
BOSCHLTD,2012-12,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2013-12,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2015-03,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2016-03,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2017-03,Positive,Positive,Negative,Liquidating Assets
BOSCHLTD,2018-03,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2019-03,Positive,Positive,Negative,Liquidating Assets
BOSCHLTD,2020-03,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2021-03,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2022-03,Positive,Negative,Negative,Reinvestor
BOSCHLTD,2023-03,Positive,Positive,Negative,Liquidating Assets
BOSCHLTD,2024-03,Positive,Positive,Negative,Liquidating Assets
BPCL,2013-03,Positive,Negative,Negative,Reinvestor
BPCL,2014-03,Positive,Negative,Negative,Reinvestor
BPCL,2015-03,Positive,Negative,Negative,Reinvestor
BPCL,2016-03,Positive,Negative,Negative,Reinvestor
BPCL,2017-03,Positive,Negative,Positive,Mixed
BPCL,2018-03,Positive,Negative,Negative,Reinvestor
BPCL,2019-03,Positive,Negative,Positive,Mixed
BPCL,2020-03,Positive,Negative,Positive,Mixed
BPCL,2021-03,Positive,Negative,Negative,Reinvestor
BPCL,2022-03,Positive,Negative,Negative,Reinvestor
BPCL,2023-03,Positive,Negative,Negative,Reinvestor
BPCL,2024-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2013-03,Positive,Positive,Negative,Liquidating Assets
BRITANNIA,2014-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2015-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2016-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2017-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2018-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2019-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2020-03,Positive,Negative,Positive,Mixed
BRITANNIA,2021-03,Positive,Positive,Negative,Liquidating Assets
BRITANNIA,2022-03,Positive,Positive,Negative,Liquidating Assets
BRITANNIA,2023-03,Positive,Negative,Negative,Reinvestor
BRITANNIA,2024-03,Positive,Positive,Negative,Liquidating Assets
CANBK,2013-03,Positive,Negative,Negative,Reinvestor
CANBK,2014-03,Positive,Negative,Negative,Reinvestor
CANBK,2015-03,Positive,Negative,Negative,Reinvestor
CANBK,2016-03,Positive,Negative,Negative,Reinvestor
CANBK,2017-03,Positive,Negative,Positive,Mixed
CANBK,2018-03,Negative,Negative,Positive,Growth Funded by Debt
CANBK,2019-03,Positive,Negative,Negative,Reinvestor
CANBK,2020-03,Negative,Negative,Positive,Growth Funded by Debt
CANBK,2021-03,Positive,Negative,Positive,Mixed
CANBK,2022-03,Positive,Negative,Positive,Mixed
CANBK,2023-03,Negative,Negative,Positive,Growth Funded by Debt
CANBK,2024-03,Positive,Negative,Negative,Reinvestor
CHOLAFIN,2013-03,Negative,Positive,Positive,Distress Signal
CHOLAFIN,2014-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2015-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2016-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2017-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2018-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2019-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2020-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2021-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2022-03,Negative,Positive,Positive,Distress Signal
CHOLAFIN,2023-03,Negative,Negative,Positive,Growth Funded by Debt
CHOLAFIN,2024-03,Negative,Negative,Positive,Growth Funded by Debt
CIPLA,2013-03,Positive,Negative,Positive,Mixed
CIPLA,2014-03,Positive,Negative,Negative,Reinvestor
CIPLA,2015-03,Positive,Negative,Positive,Mixed
CIPLA,2016-03,Positive,Negative,Positive,Mixed
CIPLA,2017-03,Positive,Negative,Negative,Reinvestor
CIPLA,2018-03,Positive,Negative,Negative,Reinvestor
CIPLA,2019-03,Positive,Negative,Negative,Reinvestor
CIPLA,2020-03,Positive,Positive,Negative,Liquidating Assets
CIPLA,2021-03,Positive,Negative,Negative,Reinvestor
CIPLA,2022-03,Positive,Negative,Negative,Reinvestor
CIPLA,2023-03,Positive,Negative,Negative,Reinvestor
CIPLA,2024-03,Positive,Negative,Negative,Reinvestor
COALINDIA,2013-03,Positive,Negative,Negative,Reinvestor
COALINDIA,2014-03,Positive,Positive,Negative,Liquidating Assets
COALINDIA,2015-03,Positive,Positive,Negative,Liquidating Assets
COALINDIA,2016-03,Positive,Positive,Negative,Liquidating Assets
COALINDIA,2017-03,Positive,Positive,Negative,Liquidating Assets
COALINDIA,2018-03,Positive,Negative,Negative,Reinvestor
COALINDIA,2019-03,Positive,Negative,Negative,Reinvestor
COALINDIA,2020-03,Positive,Positive,Negative,Liquidating Assets
COALINDIA,2021-03,Positive,Positive,Negative,Liquidating Assets
COALINDIA,2022-03,Positive,Negative,Negative,Reinvestor
COALINDIA,2023-03,Positive,Negative,Negative,Reinvestor
COALINDIA,2024-03,Positive,Negative,Negative,Reinvestor
DABUR,2013-03,Positive,Negative,Negative,Reinvestor
DABUR,2014-03,Positive,Negative,Negative,Reinvestor
DABUR,2015-03,Positive,Negative,Negative,Reinvestor
DABUR,2016-03,Positive,Negative,Negative,Reinvestor
